"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Roger McDowell","-0.3","-0.2","-0.2","-0.3","0.2","0.0","","1008475"
"Craig Anderson","-3.3","-0.4","-3.0","-3.3","-0.3","0.0","","1000221"
"Rob Gardner","-0.7","-0.3","-0.4","-0.7","0.1","0.0","","1004531"
"Tommy Moore","-0.1","-0.1","0.0","-0.1","-0.1","0.0","","1009129"
"Hank Webb","0.5","0.6","-0.1","0.5","-0.3","0.0","","1013710"
"Claudio Vargas","0.3","0.6","-0.4","0.3","0.0","0.0","$0.0","1695"
"Tom Hall","-0.4","-0.3","-0.1","-0.4","0.0","0.0","","1005262"
"Alay Soler","-0.3","0.2","-0.6","-0.3","0.0","0.0","$0.0","8542"
"Julio Valera","-0.3","-0.3","0.0","-0.3","0.0","0.0","","1013331"
"Pat Mahomes","-0.1","0.4","-0.5","-0.1","-0.1","0.0","","291"
"Bill Graham","0.5","0.5","0.0","0.5","-0.1","0.0","","1004926"
"Corey Oswalt","0.3","0.2","0.1","0.3","-0.4","0.0","($0.2)","13677"
"Dennis Springer","-0.3","-0.3","0.1","-0.2","-0.4","0.0","","672"
"Jose Lima","-0.8","-0.2","-0.6","-0.8","-0.5","0.0","($0.2)","475"
"Kazuhisa Ishii","-0.3","0.6","-0.8","-0.2","-0.7","-0.1","($0.3)","655"
"Dennis Bennett","-0.1","-0.5","0.5","-0.1","-0.6","-0.1","","1000838"
"Don Schulze","-0.2","0.1","-0.2","-0.1","-1.0","-0.1","","1011629"
"Fernando Nieve","0.6","0.1","0.6","0.7","-1.2","-0.1","($0.6)","2173"
"Juan Castillo","-0.2","-0.1","0.1","0.0","-1.3","-0.1","","1002064"
"Aaron Harang","0.3","0.1","0.3","0.4","-1.2","-0.1","($0.9)","1451"
"Geremi Gonzalez","-0.3","-0.2","0.1","-0.1","-1.5","-0.1","($0.6)","1711"
"Collin McHugh","-0.8","0.0","-0.6","-0.6","-1.7","-0.2","($1.1)","7531"
"Calvin Schiraldi","-0.9","-0.6","-0.1","-0.7","-1.7","-0.2","","1011563"
"Wilmer Font","-0.2","0.0","0.0","0.0","-2.5","-0.2","($1.8)","5257"
"Tommy Milone","-0.8","-0.3","-0.3","-0.6","-2.7","-0.2","($2.0)","7608"
"Pete Smith","-0.2","0.6","-0.4","0.1","-3.4","-0.3","","1012191"
"Mike Remlinger","0.4","0.4","0.3","0.7","-3.5","-0.3","","111"
"Logan Verrett","-0.5","0.3","-0.4","-0.2","-3.5","-0.3","($2.6)","12905"
"Gary Kroll","-0.2","0.2","-0.1","0.1","-3.2","-0.4","","1007171"
"Tug McGraw","-0.5","0.3","-0.4","-0.1","-3.5","-0.4","","1008545"
"David West","-0.7","-0.3","0.0","-0.3","-4.6","-0.4","","1013799"
"Dave Roberts","-0.8","-0.3","-0.1","-0.4","-3.7","-0.4","","1011031"
"Rick Ownbey","0.2","0.1","0.5","0.6","-4.2","-0.4","","1009926"
"Bill Denehy","-1.0","0.3","-0.9","-0.6","-4.1","-0.5","","1003204"
"Bob Hendley","0.3","0.7","0.0","0.7","-4.4","-0.5","","1005637"
"Brent Strom","-1.0","-0.1","-0.3","-0.4","-5.1","-0.6","","1012627"
"Chris Flexen","-1.6","-0.4","-0.3","-0.7","-9.6","-0.9","($6.9)","13896"
"Randy Jones","-2.4","-0.2","-1.0","-1.2","-11.8","-1.2","","1006582"
