"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Bill Lohrman","0.0","0.1","0.0","0.1","-0.5","-0.1","","1007709"
"Terry Mulholland","0.1","0.2","0.0","0.2","-0.7","-0.1","","665"
"Bob O'Brien","0.3","0.1","0.2","0.3","-0.6","-0.1","","1009683"
"Wes Flowers","0.2","-0.1","0.4","0.3","-0.7","-0.1","","1004176"
"Weldon Henley","-0.6","0.0","-0.5","-0.5","-0.8","-0.1","","1005652"
"Dennis Powell","-0.5","-0.2","-0.2","-0.4","-1.7","-0.1","","1010484"
"Maury Kent","-1.8","-0.3","-1.5","-1.7","-1.1","-0.1","","1006853"
"Morrie Martin","-0.6","-0.4","-0.1","-0.5","-1.1","-0.1","","1008184"
"Kevin Correia","-0.4","-0.2","-0.2","-0.3","-1.2","-0.1","($1.0)","1767"
"Ed Appleton","-0.6","-0.2","-0.2","-0.4","-1.1","-0.1","","1000281"
"Ed Crane","-0.6","-0.3","-0.2","-0.4","-2.3","-0.2","","1002731"
"Jack Banta","-0.1","0.1","-0.1","0.0","-1.7","-0.2","","1000520"
"Caleb Ferguson","-0.2","0.2","-0.2","-0.1","-1.8","-0.2","($1.4)","19349"
"Buck Marrow","-0.3","0.1","-0.2","-0.1","-1.9","-0.2","","1008130"
"Ted Power","-0.5","0.0","-0.3","-0.4","-2.0","-0.2","","1010504"
"Terry Wells","-1.0","-0.2","-0.6","-0.8","-1.9","-0.2","","1013771"
"Dennis Cook","0.1","-0.1","0.5","0.3","-3.2","-0.2","","8"
"Nick Willhite","-0.3","-0.9","0.9","0.0","-2.5","-0.2","","1013967"
"Henry Thielman","-0.1","0.1","0.0","0.1","-2.8","-0.3","","1012954"
"Chink Zachary","-0.5","0.1","-0.4","-0.2","-2.6","-0.3","","1014403"
"Gerry Hannahs","-0.1","0.4","-0.2","0.2","-3.0","-0.3","","1005315"
"Les Munns","-0.8","-0.1","-0.4","-0.5","-3.0","-0.3","","1009325"
"Scott Baker","-0.1","0.2","0.0","0.2","-3.2","-0.3","($2.3)","6176"
"Norman Plitt","-0.3","-0.1","0.1","0.0","-3.2","-0.3","","1010396"
"Jose De Leon","-0.6","0.1","-0.4","-0.3","-3.4","-0.3","($2.5)","15463"
"Elmer Brown","-0.1","0.3","-0.1","0.2","-3.1","-0.3","","1001515"
"Carlos Perez","-1.2","-0.7","-0.2","-0.9","-5.0","-0.3","","1010179"
"Kit McKenna","-0.6","-0.4","0.2","-0.3","-4.0","-0.3","","1008592"
"Roberto Hernandez","-0.4","0.0","-0.1","-0.1","-3.5","-0.4","($2.7)","3273"
"James McDonald","-0.6","0.0","-0.2","-0.2","-4.0","-0.4","($2.3)","5523"
"Fred Miller","-0.8","-0.1","-0.3","-0.4","-3.8","-0.4","","1008896"
"Brock Stewart","-0.9","-0.1","-0.3","-0.5","-4.2","-0.4","($3.2)","16727"
"Charlie Haeger","-1.0","0.2","-0.8","-0.6","-4.6","-0.4","($2.7)","3545"
"Paul Maholm","-0.6","0.1","0.0","0.1","-6.8","-0.7","($5.0)","8678"
"Matt Magill","-1.0","0.1","-0.4","-0.3","-7.0","-0.7","($5.0)","3950"
"Cal McLish","-3.0","-1.0","-1.3","-2.3","-7.0","-0.7","","1008626"
"Carlos Monasterios","-0.9","-0.1","-0.1","-0.2","-7.7","-0.7","($4.4)","2506"
"Esteban Loaiza","-0.9","0.3","-0.5","-0.2","-8.9","-0.7","($4.2)","1310"
"Scott Erickson","-0.7","0.2","-0.1","0.1","-8.4","-0.7","($3.5)","137"
"Phil Ortega","0.0","0.7","0.1","0.8","-7.7","-0.8","","1009855"
"Sandy Burk","-0.9","0.2","-0.2","0.0","-9.1","-0.9","","1001695"
