"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Buddy Groom","-0.6","-0.6","-0.3","-1.0","3.6","0.3","","143"
"Lou Kretlow","-0.6","-0.4","-0.5","-1.0","3.4","0.3","","1007161"
"Kid Speer","-0.2","-0.6","0.1","-0.6","2.8","0.3","","1012314"
"Johnny Podres","1.2","0.4","0.5","0.9","3.1","0.3","","1010406"
"Jimmy Wiggs","-0.4","0.0","-0.7","-0.8","2.9","0.3","","1013932"
"Tim Worrell","-0.2","-0.1","-0.4","-0.5","3.4","0.3","","1139"
"Joe Orrell","0.8","0.0","0.5","0.5","2.9","0.3","","1009849"
"Roger Mason","0.1","-0.2","0.0","-0.2","2.8","0.3","","1008222"
"Dave Borkowski","-1.0","-0.3","-1.1","-1.3","3.0","0.3","","2002"
"Dan Gakeler","-0.7","0.1","-1.0","-1.0","3.0","0.3","","1004439"
"Glenn Dishman","0.1","-0.1","0.0","-0.2","3.1","0.3","","1003324"
"Bob Harris","-0.1","-0.2","-0.2","-0.4","3.1","0.3","","1005400"
"George Disch","0.4","0.1","0.0","0.1","2.6","0.3","","1003323"
"Fred Holdsworth","-0.9","-0.5","-0.7","-1.2","2.4","0.3","","1005944"
"Buck Marrow","0.4","-0.2","0.2","0.1","3.0","0.3","","1008130"
"Carl Holling","-0.7","-0.2","-0.8","-0.9","3.0","0.3","","1005958"
"Brad Penny","-0.1","-0.8","0.4","-0.4","2.8","0.3","$2.1","535"
"John Skopec","0.0","-0.4","0.1","-0.3","2.7","0.3","","1012042"
"Andrew Miller","0.1","-0.3","0.2","-0.2","2.8","0.3","$1.5","6785"
"Bud Black","-0.1","-0.3","-0.2","-0.4","2.5","0.3","","1001006"
"Cotton Pippen","-0.3","-0.3","-0.2","-0.5","2.8","0.3","","1010364"
"Steve Searcy","-0.1","-0.5","0.1","-0.4","2.1","0.2","","1011704"
"Ray Herbert","0.4","0.2","-0.1","0.1","2.5","0.2","","1005684"
"Yorman Bazardo","0.6","0.0","0.4","0.4","2.3","0.2","$1.3","3143"
"Sean Douglass","-0.3","-0.1","-0.4","-0.5","2.4","0.2","$1.1","133"
"Glenn Abbott","0.8","0.3","0.3","0.6","2.0","0.2","","1000010"
"Mal Eason","-0.2","-0.2","-0.2","-0.4","2.2","0.2","","1003636"
"Randy Wolf","-0.6","-0.6","-0.2","-0.8","2.2","0.2","$1.8","976"
"Howie Koplitz","-0.1","-0.7","0.4","-0.3","2.2","0.2","","1007107"
"Wish Egan","0.2","0.1","-0.1","0.0","2.1","0.2","","1003703"
"Elijah Jones","0.2","0.0","0.0","0.0","1.6","0.2","","1006554"
"Jim Tobin","0.0","-0.1","-0.1","-0.2","1.8","0.2","","1013089"
"Nelson Cruz","-0.4","-0.2","-0.4","-0.6","2.1","0.2","","554"
"Jair Jurrjens","0.5","0.7","-0.4","0.3","1.9","0.2","$1.0","5556"
"Sailor Stroud","1.2","-0.1","1.1","1.0","1.6","0.2","","1012632"
"David Palmer","-0.8","-0.5","-0.5","-1.0","1.7","0.2","","1009970"
"Mutt Wilson","-0.2","0.1","-0.5","-0.3","1.7","0.2","","1014097"
"Steve Baker","-0.6","-0.8","0.0","-0.7","1.7","0.2","","1000467"
"Artie Lewicki","-0.3","-0.5","0.0","-0.4","1.7","0.2","$1.3","16731"
"Al Klawitter","-0.8","-0.4","-0.5","-1.0","1.5","0.2","","1006988"
"Roger Weaver","-0.6","-0.4","-0.3","-0.7","1.6","0.2","","1013704"
"Mickey Mahler","0.0","-0.2","0.1","-0.2","1.5","0.2","","1007987"
"Alfredo Figaro","-0.4","-0.6","0.0","-0.6","1.5","0.2","$0.9","8404"
"Robbie Ray","-0.6","-0.6","-0.2","-0.7","1.4","0.1","$1.1","11486"
"Bryan Kelly","0.2","-0.1","0.1","0.0","1.5","0.1","","1006796"
"Wiley Taylor","0.1","0.1","-0.1","-0.1","1.4","0.1","","1012894"
"Harry Kane","-0.9","-0.5","-0.6","-1.0","1.4","0.1","","1006687"
"Ross Reynolds","1.0","0.2","0.7","0.9","1.3","0.1","","1010873"
"Eddie Cicotte","0.1","-0.5","0.4","-0.1","1.2","0.1","","1002236"
"Frank Owen","-0.2","-0.4","0.0","-0.4","1.5","0.1","","1009916"
"Jason Grilli","0.4","0.3","0.0","0.3","1.3","0.1","$0.6","521"
"Doug Brocail","0.1","-0.2","0.2","0.0","1.3","0.1","","551"
"Jerry Ujdur","1.9","2.3","-0.5","1.8","1.2","0.1","","1013269"
"Kevin Jarvis","-0.2","-0.3","0.0","-0.3","1.2","0.1","","1037"
"Charlie Wheatley","-0.4","-0.4","-0.1","-0.6","1.1","0.1","","1013824"
"Arch McCarthy","-0.8","-0.4","-0.5","-0.9","1.1","0.1","","1008365"
"Orlin Collier","-0.3","-0.3","-0.2","-0.4","1.0","0.1","","1002459"
"Johnnie Williams","-0.6","-0.4","-0.3","-0.7","0.8","0.1","","1014010"
"Jordan Tata","-0.2","-0.1","-0.2","-0.3","0.9","0.1","$0.5","5999"
"Bill Morrisette","-0.4","0.1","-0.6","-0.5","0.8","0.1","","1009199"
"Mike Trujillo","-0.1","-0.2","0.0","-0.2","0.8","0.1","","1013205"
"Red Phillips","-0.3","-0.5","0.1","-0.4","0.9","0.1","","1010297"
"Buck Farmer","-1.9","-0.8","-1.2","-2.0","0.5","0.1","$0.6","14814"
"Phil Page","-0.1","0.2","-0.3","-0.1","0.7","0.1","","1009955"
"Chris Lambert","-0.4","-0.2","-0.3","-0.5","0.7","0.1","$0.4","8047"
"Pol Perritt","0.0","-0.3","0.2","-0.1","0.7","0.1","","1010206"
"Augie Johns","-0.6","0.4","-1.0","-0.6","0.7","0.1","","1006421"
"Prince Oana","0.5","0.5","-0.1","0.4","0.6","0.1","","1009673"
"Pat McLaughlin","-0.1","0.0","-0.1","-0.1","0.7","0.1","","1008617"
"Art Loudell","-0.3","-0.3","0.0","-0.3","0.5","0.1","","1007765"
"Jason Beverlin","-0.6","-0.2","-0.4","-0.6","0.6","0.1","$0.2","1560"
"Duane Below","-0.3","0.0","-0.4","-0.4","0.5","0.1","$0.4","3124"
"Rusty Meacham","-0.3","-0.3","-0.1","-0.3","0.5","0.1","","1008702"
"Charlie Jaeger","-0.6","-0.1","-0.6","-0.6","0.4","0.0","","1006334"
"Roman Colon","0.0","-0.4","0.3","-0.1","0.4","0.0","$0.2","2242"
"Denny Harriger","-0.2","0.0","-0.3","-0.3","0.5","0.0","","1005409"
"Grover Lowdermilk","-0.1","0.3","-0.4","-0.1","0.4","0.0","","1007784"
"Drew VerHagen","-0.6","-0.7","0.1","-0.6","-0.5","0.0","$0.2","13424"
"Tarik Skubal","-0.1","0.0","-0.1","-0.1","0.3","0.0","$0.2","22267"
"Brian Williams","-0.8","0.0","-0.9","-0.8","0.3","0.0","","1013978"
"Howard Bailey","-0.7","0.0","-0.7","-0.7","0.2","0.0","","1000425"
"Skinny Graham","-0.5","-0.6","0.1","-0.5","0.2","0.0","","1004935"
"Larry Pashnick","0.4","-0.2","0.6","0.4","0.1","0.0","","1010041"
"Izzy Goldstein","-0.3","0.0","-0.3","-0.3","0.2","0.0","","1004811"
"Freddy Garcia","0.2","0.3","-0.1","0.2","0.1","0.0","$0.1","1077"
"Bugs Raymond","-0.3","-0.1","-0.2","-0.3","0.0","0.0","","1010731"
"Charlie Sullivan","-0.3","-0.2","-0.1","-0.3","-0.1","0.0","","1012686"
"John Bogart","0.3","0.5","-0.2","0.3","-0.2","0.0","","1001119"
"Trever Miller","-0.3","-0.2","0.0","-0.3","-0.3","0.0","","1672"
"Rudy Kneisch","0.4","0.1","0.3","0.4","-0.3","0.0","","1007029"
"Tyson Ross","-0.3","-0.1","-0.2","-0.3","-0.3","0.0","($0.2)","7872"
"Charlie Grover","0.2","0.1","0.1","0.2","-0.3","0.0","","1005098"
"Happy Finneran","-1.0","-0.6","-0.4","-1.0","-0.3","0.0","","1004057"
"Don Lee","0.0","-0.4","0.5","0.1","-0.4","0.0","","1007453"
"Heath Murray","-0.3","-0.2","0.0","-0.3","-0.4","0.0","","1510"
"Chad Durbin","0.9","0.8","0.2","1.0","-0.4","0.0","($0.2)","1442"
"Mike Moore","-0.1","1.9","-2.0","-0.1","-0.7","0.0","","1009122"
"Wilbur Cooper","-0.8","-0.6","-0.1","-0.8","-0.5","-0.1","","1002602"
"Herm Malloy","-0.7","-0.5","-0.2","-0.6","-0.5","-0.1","","1008028"
"Luke Walker","-1.1","-0.2","-0.9","-1.1","-0.5","-0.1","","1013525"
"Jerry Casale","-0.1","-0.1","0.1","0.0","-0.6","-0.1","","1002029"
"Mark J. Johnson","-0.6","0.0","-0.5","-0.5","-0.7","-0.1","","1006485"
"Bill Bailey","-1.5","-1.2","-0.3","-1.5","-0.6","-0.1","","1000418"
"Greg Keagle","-1.1","-0.7","-0.3","-1.0","-1.3","-0.1","","1006726"
"Mark Thurmond","0.8","0.3","0.5","0.8","-0.7","-0.1","","1013052"
"Matt Perisho","-0.8","-0.1","-0.6","-0.7","-0.8","-0.1","","1423"
"Willie Jensen","0.5","-0.4","1.0","0.6","-0.9","-0.1","","1006399"
"Allen Conkwright","-0.4","-0.6","0.3","-0.3","-0.9","-0.1","","1002503"
"Earl Hamilton","0.6","0.1","0.6","0.7","-0.8","-0.1","","1005273"
"Vic Frazier","-1.3","-0.7","-0.5","-1.2","-1.0","-0.1","","1004307"
"Chris Mears","-0.4","-0.4","0.0","-0.3","-1.0","-0.1","($0.4)","1756"
"Luke Hamlin","0.0","-0.1","0.2","0.1","-1.1","-0.1","","1005280"
"Saul Rogovin","0.6","0.6","0.1","0.7","-1.3","-0.1","","1011143"
"Ivan Nova","-0.4","0.1","-0.4","-0.3","-1.4","-0.1","($1.0)","1994"
"Chad Bell","-0.5","-0.6","0.2","-0.3","-1.4","-0.1","($1.1)","10297"
"Dave LaPoint","-0.4","0.1","-0.3","-0.2","-1.4","-0.1","","1007338"
"Charlie Fuchs","-0.5","-0.1","-0.2","-0.3","-1.4","-0.1","","1004382"
"Casey Mize","-0.5","0.1","-0.5","-0.4","-1.6","-0.1","($1.2)","20492"
"Casey Crosby","-0.4","-0.1","-0.1","-0.3","-1.5","-0.1","($1.0)","5261"
"Mike Schwabe","-0.2","-0.1","0.1","-0.1","-1.5","-0.2","","1011659"
"Gregory Soto","-0.5","-0.1","-0.3","-0.3","-1.7","-0.2","($1.3)","19677"
"Aurelio Lopez","-0.2","0.0","0.0","0.0","-3.1","-0.2","","1007753"
"Brian Powell","-0.6","0.1","-0.5","-0.4","-1.9","-0.2","($0.6)","490"
"Charlie Jackson","-0.5","-0.1","-0.2","-0.4","-1.8","-0.2","","1006291"
"Marv Peasley","-0.7","-0.2","-0.3","-0.5","-1.7","-0.2","","1010112"
"Jesse Stovall","-2.7","-1.4","-1.1","-2.5","-1.7","-0.2","","1012585"
"Dontrelle Willis","-0.5","-0.1","-0.2","-0.3","-2.7","-0.2","($1.3)","1703"
"Jose Alvarez","0.0","0.1","0.1","0.2","-1.9","-0.2","($1.4)","5358"
"George Boehler","-2.3","-1.2","-0.9","-2.1","-1.8","-0.2","","1001114"
"John Deering","-0.4","-0.6","0.4","-0.2","-2.3","-0.2","","1003136"
"Frank MacCormack","-0.5","-0.3","0.0","-0.3","-2.2","-0.2","","1007898"
"Cy Ferry","-0.3","0.0","-0.1","-0.1","-2.1","-0.2","","1004015"
"Adam Wilk","-0.4","-0.3","0.2","-0.1","-2.5","-0.2","($1.5)","8421"
"Shane Loux","-0.7","-0.1","-0.4","-0.5","-2.8","-0.3","($1.0)","1613"
"Victor Santos","0.1","0.2","0.2","0.4","-3.0","-0.3","","446"
"Bob Miller","0.0","-0.2","0.5","0.2","-2.9","-0.3","","1008876"
"Andrew Oliver","-0.7","-0.2","-0.2","-0.4","-3.3","-0.3","($2.2)","10257"
"Matt Roney","-0.7","0.1","-0.5","-0.4","-3.2","-0.3","($1.3)","1670"
"Bill Faul","-0.4","0.2","-0.4","-0.1","-3.1","-0.3","","1003957"
"Roy Crumpler","-0.4","0.0","0.0","-0.1","-3.6","-0.3","","1002835"
"Scott Aldred","-2.4","-0.8","-1.3","-2.1","-3.2","-0.3","","1000115"
"Harry Moran","-0.5","-0.1","-0.1","-0.2","-3.2","-0.3","","1009148"
"Kyle Ryan","0.6","0.5","0.4","0.9","-3.5","-0.3","($2.6)","11753"
"Bill Laxton","-0.6","0.0","-0.2","-0.2","-3.4","-0.3","","1007411"
"Bill Gilbreth","-0.1","0.0","0.2","0.2","-3.2","-0.3","","1004699"
"Ed Glynn","-0.9","-0.2","-0.3","-0.5","-3.8","-0.4","","1004789"
"Lynn Nelson","-0.7","-0.2","-0.1","-0.4","-4.2","-0.4","","1009505"
"Jerry Davie","-0.3","0.1","0.0","0.1","-3.9","-0.4","","1003032"
"Charles Hudson","-0.8","0.4","-0.7","-0.4","-4.1","-0.4","","1006134"
"Clint Sodowsky","-1.0","-0.2","-0.4","-0.6","-4.9","-0.4","","1012262"
"Jarrod Washburn","-0.4","0.3","-0.2","0.1","-5.0","-0.4","($2.9)","40"
"Virgil Vasquez","-0.3","-0.1","0.2","0.2","-5.9","-0.5","($2.7)","6124"
"Jacob Turner","-1.1","-0.3","-0.3","-0.6","-6.0","-0.6","($3.9)","10185"
"Randy Nosek","-0.7","0.0","-0.2","-0.2","-6.1","-0.6","","1009649"
"Todd Van Poppel","-1.7","-0.1","-0.9","-1.0","-8.8","-0.7","","1284"
"Ryan Carpenter","-1.8","-0.7","-0.3","-1.0","-8.9","-0.8","($6.4)","12699"
