"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Percy Jones","6.0","-0.1","2.4","2.3","37.4","3.7","","1006581"
"King Cole","11.4","3.0","4.8","7.9","34.8","3.6","","1002416"
"Doyle Lade","2.3","-0.7","-0.6","-1.2","34.3","3.5","","1007246"
"Dick Ruthven","1.6","-1.0","-0.9","-1.9","32.2","3.5","","1011330"
"Bob Chipman","5.1","0.2","1.5","1.7","33.5","3.4","","1002195"
"Bob Osborn","4.7","-1.5","2.8","1.3","35.8","3.4","","1009866"
"John Lackey","5.8","3.1","-0.7","2.4","33.1","3.4","$27.2","1507"
"Jason Marquis","4.5","2.4","-1.1","1.2","33.5","3.3","$19.3","105"
"Vic Keen","6.8","1.1","2.7","3.8","30.5","3.0","","1006756"
"Edwin Jackson","-3.5","-3.4","-3.1","-6.4","27.2","3.0","$22.0","1841"
"Jim Bullinger","0.3","1.3","-3.6","-2.3","26.2","2.6","","1001646"
"Sean Marshall","2.4","0.6","-0.8","-0.2","26.5","2.6","$14.9","5905"
"Kevin Foster","5.1","2.3","0.3","2.6","25.3","2.5","","1004251"
"Joe Niekro","2.7","-1.0","1.7","0.8","16.5","1.9","","1009582"
"Chick Fraser","1.6","0.7","-0.9","-0.2","15.9","1.8","","1004305"
"Dick Drott","-0.4","1.1","-3.3","-2.2","16.4","1.8","","1003511"
"Tiny Osborne","0.6","2.2","-3.1","-0.9","16.3","1.6","","1009871"
"Shawn Boskie","0.7","-1.1","0.4","-0.7","12.9","1.4","","1001213"
"Virgil Cheeves","1.9","0.5","0.2","0.6","12.6","1.2","","1002174"
"Jake Mooty","3.3","2.1","1.0","3.1","2.5","0.2","","1009135"
