"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Jacob Waguespack","0.9","0.3","-0.1","0.2","7.4","0.7","$5.7","18318"
"Jackson Todd","2.1","0.9","0.6","1.4","6.7","0.7","","1013096"
"Paul Menhart","0.3","0.6","-0.9","-0.4","7.5","0.7","","1008765"
"Todd Redmond","0.6","0.2","-0.2","0.0","6.3","0.7","$4.9","9943"
"Brett Anderson","0.3","-0.4","0.0","-0.4","6.1","0.6","$4.9","8223"
"Sam Gaviglio","-0.2","-0.7","-0.1","-0.8","6.1","0.6","$4.8","12778"
"Wilmer Font","0.6","0.0","0.0","0.0","6.1","0.6","$4.7","5257"
"Doug Davis","0.6","-0.6","0.6","0.0","6.1","0.6","$2.5","1244"
"Huck Flener","0.6","0.2","-0.2","0.0","6.4","0.6","","1004148"
"Chris Michalak","1.2","0.1","0.5","0.7","6.1","0.6","","1415"
"Matt Shoemaker","1.6","1.2","-0.2","1.0","5.7","0.6","$4.6","4776"
"Mauro Gozzo","0.9","0.0","0.4","0.4","4.7","0.5","","1004906"
"Phil Huffman","-1.2","-0.9","-0.9","-1.7","5.6","0.5","","1006146"
"Shawn Hill","0.5","-0.2","0.2","0.0","4.8","0.5","$3.1","1882"
"Justin Miller","0.8","-0.2","0.5","0.3","5.2","0.5","$2.0","1313"
"Omar Daal","0.6","-0.1","0.2","0.1","4.9","0.5","","646"
"Willie Blair","-0.2","-0.4","-0.2","-0.6","4.4","0.5","","1001033"
"Taijuan Walker","0.7","0.2","0.1","0.3","4.7","0.5","$3.7","11836"
"Mark Bomback","0.1","-0.7","0.3","-0.4","4.2","0.5","","1001156"
"Paul Mirabella","-0.2","-0.9","0.3","-0.6","4.5","0.5","","1008989"
"Steve Trachsel","0.6","0.0","0.1","0.1","5.0","0.4","","898"
"Dennis Lamp","-0.2","0.0","-0.6","-0.6","3.9","0.4","","1007284"
"Mike Timlin","0.7","-0.1","0.3","0.3","3.7","0.4","","1187"
"Mark Eichhorn","-0.3","0.2","-0.9","-0.7","3.9","0.4","","1003712"
"Joey McLaughlin","0.0","-0.5","0.1","-0.4","3.9","0.4","","1008614"
"Steve Parris","1.3","-0.8","1.8","0.9","4.1","0.4","$1.1","1316"
"Brad Cornett","-0.4","-0.4","-0.3","-0.8","4.0","0.4","","1002631"
"Josh Johnson","-1.3","-1.1","-0.6","-1.7","3.7","0.4","$2.8","4567"
"Felix Doubront","-0.1","-0.5","0.0","-0.5","3.5","0.4","$3.0","1478"
"Ron Musselman","0.3","0.0","-0.1","-0.1","3.5","0.4","","1009409"
"Don Kirkwood","0.3","-0.2","0.2","0.0","3.4","0.4","","1006972"
"Jeff Byrd","-1.0","-0.5","-0.8","-1.3","3.5","0.3","","1001794"
"Bill Singer","-1.1","-0.4","-1.0","-1.4","3.5","0.3","","1012007"
"Esmil Rogers","0.3","-0.3","0.3","0.0","3.3","0.3","$2.5","6317"
"Anthony Kay","0.0","-0.2","-0.2","-0.4","3.2","0.3","$2.7","20387"
"Tom Filer","1.1","0.7","0.0","0.7","3.3","0.3","","1004040"
"Paul Quantrill","-0.2","-0.8","0.3","-0.5","3.4","0.3","","669"
"Bryan Clark","-0.2","-0.2","-0.2","-0.5","2.7","0.3","","1002270"
"Steve Hargan","0.0","-0.4","0.1","-0.2","2.7","0.3","","1005356"
"T.J. Zeuch","0.5","0.1","0.2","0.2","2.6","0.3","$2.1","19269"
"Scott Copeland","-0.3","-0.5","-0.1","-0.6","2.4","0.3","$2.1","10706"
"Butch Edge","0.2","-0.1","0.0","0.0","2.7","0.3","","1003672"
"Sean Reid-Foley","-0.1","-0.1","-0.2","-0.3","2.6","0.3","$2.0","17034"
"Bud Black","0.2","0.4","-0.4","0.0","2.0","0.2","","1001007"
"John Parrish","0.2","-0.1","0.2","0.0","2.2","0.2","$1.3","160"
"Frank Wills","0.2","0.4","-0.4","0.0","1.9","0.2","","1014051"
"Jim Acker","-0.3","0.7","-1.2","-0.5","0.7","0.2","","1000030"
"Ty Taubenheim","0.0","0.0","-0.2","-0.2","1.8","0.2","$0.8","5561"
"Chase Anderson","-0.1","-0.4","0.0","-0.3","1.8","0.2","$1.4","6895"
"Robert Ray","0.1","0.3","-0.3","0.0","1.7","0.2","$1.0","3359"
"Mark Lemongello","-0.8","-0.4","-0.5","-0.9","1.6","0.2","","1007521"
"Steve Cummings","0.4","-0.3","0.6","0.3","1.1","0.1","","1002875"
"Clay Buchholz","-0.4","-0.3","-0.2","-0.5","1.5","0.1","$1.1","3543"
"Chad Jenkins","0.5","0.1","0.3","0.3","1.3","0.1","$1.0","10326"
"Mike Morgan","-0.3","-0.4","-0.1","-0.5","1.2","0.1","","67"
"Robbie Ray","0.1","-0.2","0.1","-0.1","1.2","0.1","$0.9","11486"
"Scott Eyre","-0.5","-0.2","-0.4","-0.6","0.9","0.1","$0.3","1300"
"Juan Berenguer","-0.1","0.6","-0.7","-0.2","0.8","0.1","","1000865"
"Daniel Norris","0.3","0.2","0.1","0.2","0.8","0.1","$0.7","13475"
"Zach Stewart","0.1","-0.6","0.6","0.0","0.7","0.1","$0.5","7397"
"Danny Darwin","-0.8","-0.6","-0.3","-0.8","0.5","0.0","","1002996"
"Luis Perez","-0.3","-0.2","-0.1","-0.3","0.3","0.0","$0.2","6389"
"Cesar Valdez","-0.5","-0.3","-0.3","-0.5","0.2","0.0","$0.1","9013"
"Thomas Pannone","-0.8","0.4","-1.2","-0.8","0.1","0.0","$0.1","17281"
"Mike Bolsinger","-0.1","-0.1","0.0","-0.1","0.1","0.0","$0.1","11137"
"Dana Eveland","-0.6","-0.5","-0.1","-0.6","-0.1","0.0","$0.0","5508"
"Chris Rowley","0.2","0.1","0.1","0.2","-0.2","0.0","($0.1)","18820"
"Mike Willis","-0.3","-0.4","0.2","-0.2","-0.3","0.0","","1014024"
"Luke Prokopec","-0.1","-0.1","0.1","0.0","-0.6","-0.1","($0.2)","1320"
"Steve Davis","-0.1","0.0","0.0","0.0","-0.6","-0.1","","1003081"
"Luis Andujar","-1.1","-0.7","-0.3","-1.0","-0.8","-0.1","","1000267"
"Casey Lawrence","-0.3","-0.2","0.0","-0.2","-0.8","-0.1","($0.6)","11121"
"Jack Kucek","-1.1","-0.2","-0.8","-1.0","-0.8","-0.1","","1007195"
"Ryan Glynn","0.2","0.1","0.2","0.3","-1.2","-0.1","($0.4)","686"
"Pete Munro","-0.5","-0.3","-0.1","-0.4","-1.6","-0.1","","1546"
"Denis Boucher","0.2","0.1","0.2","0.3","-1.3","-0.1","","1001231"
"Scott Brow","-0.2","0.2","-0.3","-0.1","-1.7","-0.1","","1001570"
"Jaime Garcia","-0.6","-0.3","-0.2","-0.5","-1.4","-0.1","($1.1)","8137"
"Edwin Hurtado","0.0","0.4","-0.2","0.2","-1.5","-0.1","","1006227"
"Tomo Ohka","-0.1","0.2","-0.1","0.1","-1.5","-0.1","($0.8)","788"
"Kyle Drabek","0.5","0.1","0.5","0.6","-1.5","-0.1","($1.2)","4359"
"Chien-Ming Wang","-0.7","-0.5","0.0","-0.5","-1.5","-0.2","($1.1)","2074"
"Sean Douglass","-0.4","-0.2","-0.1","-0.3","-1.7","-0.2","($0.6)","133"
"Alex Sanchez","-0.2","0.0","0.0","-0.1","-1.7","-0.2","","1011405"
"Clayton Richard","-0.2","0.0","-0.1","0.0","-1.9","-0.2","($1.4)","3551"
"Liam Hendriks","-0.1","0.2","-0.1","0.1","-1.8","-0.2","($1.3)","3548"
"Frank Viola","-0.4","-0.4","0.1","-0.3","-2.1","-0.2","","1013435"
"Mike Smith","-0.6","-0.2","-0.2","-0.5","-1.9","-0.2","($0.7)","1479"
"Chad Gaudin","-0.5","-0.6","0.2","-0.4","-2.0","-0.2","($0.9)","1783"
"Aaron Laffey","0.3","0.5","-0.1","0.5","-2.0","-0.2","($1.3)","6248"
"Tanyon Sturtze","-0.6","-0.1","-0.2","-0.4","-2.3","-0.2","($0.9)","1230"
"Paul Spoljaric","-0.8","-0.1","-0.4","-0.5","-2.9","-0.2","","1012349"
"Nate Pearson","-0.4","0.3","-0.4","-0.1","-2.7","-0.2","($1.9)","20160"
"Jeff Ware","-0.9","-0.2","-0.5","-0.7","-3.3","-0.2","","1013626"
"Phil Niekro","-0.2","0.0","0.0","0.0","-2.8","-0.2","","1009583"
"Corey Thurman","-0.5","-0.4","0.1","-0.3","-2.7","-0.2","($1.0)","1324"
"Giovanni Carrara","-1.0","-0.2","-0.5","-0.7","-3.1","-0.3","","643"
"Ramon Ortiz","0.0","0.0","0.3","0.3","-2.8","-0.3","($2.0)","27"
"Doug Linton","-0.8","0.0","-0.4","-0.4","-3.5","-0.3","","1662"
"Mat Latos","-0.1","0.0","0.2","0.2","-3.7","-0.3","($2.6)","3815"
"Nick Tepesch","0.1","0.1","0.4","0.5","-4.5","-0.4","($3.1)","11716"
"Brad Mills","-0.9","-0.3","-0.2","-0.5","-4.6","-0.4","($2.7)","4420"
"Tanner Roark","-0.7","-0.4","0.2","-0.2","-4.9","-0.4","($3.6)","8753"
"Edwin Jackson","-1.3","-0.4","-0.4","-0.8","-5.6","-0.5","($3.9)","1841"
"Marty Janzen","-1.1","-0.3","-0.3","-0.6","-6.3","-0.5","","1006362"
