"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Jerry Reuss","3.3","0.0","0.5","0.5","26.3","2.8","","1010853"
"Bill Fischer","1.9","-1.8","0.9","-0.9","25.1","2.8","","1004066"
"Kevin Tapani","3.4","1.0","-0.3","0.7","29.8","2.7","","1012824"
"Fred Olmstead","1.3","-1.7","0.3","-1.4","23.3","2.6","","1009786"
"Mike Fornieles","3.5","0.1","0.8","0.9","25.1","2.6","","1004232"
"Bob Kuzava","2.2","0.6","-0.9","-0.3","25.5","2.5","","1007226"
"Kip Wells","0.7","-1.5","-0.3","-1.8","26.6","2.5","","1012"
"Ray Scarborough","0.5","-0.5","-1.4","-2.0","25.4","2.5","","1011496"
"Mellie Wolfgang","4.3","1.9","0.0","1.9","21.0","2.5","","1014194"
"Ken Holcombe","2.2","0.3","-0.6","-0.2","24.5","2.4","","1005940"
"Irv Young","0.3","-0.4","-1.7","-2.1","21.3","2.4","","1014380"
"Rich Gossage","2.2","-0.5","0.3","-0.2","21.9","2.4","","1004894"
"Lou Kretlow","2.1","1.0","-1.2","-0.2","22.1","2.3","","1007161"
"Jeff Samardzija","0.6","-0.4","-1.3","-1.7","22.3","2.3","$18.6","3254"
"Eddie Fisher","0.6","-1.5","-0.2","-1.6","20.9","2.3","","1004085"
"Jerry Janeski","0.0","-1.9","-0.3","-2.2","21.5","2.2","","1006356"
"Dave Danforth","-1.1","-2.2","-1.1","-3.3","18.6","2.2","","1002966"
"Joel Davis","1.4","-0.6","-0.1","-0.7","21.5","2.2","","1003061"
"Jim Abbott","3.0","0.5","0.4","0.9","21.8","2.1","","1000012"
"Pat Caraway","0.0","0.6","-2.6","-2.0","22.7","2.0","","1001933"
"Ivan Nova","1.9","-1.1","1.0","-0.1","20.7","2.0","$15.8","1994"
"Jack Katoll","1.5","-0.2","-0.3","-0.5","21.6","2.0","","1006712"
"Cal Eldred","1.5","0.0","-0.4","-0.4","20.2","1.9","","1653"
"Chris Knapp","0.3","-1.7","0.1","-1.6","18.0","1.9","","1007026"
"Neil Allen","2.4","-0.2","0.7","0.5","18.0","1.8","","1000154"
"Ned Garvin","4.2","0.9","1.5","2.4","18.2","1.8","","1004559"
"Mike Cvengros","2.6","0.9","-0.1","0.8","18.8","1.8","","1002916"
"Dallas Keuchel","2.7","0.6","0.4","0.9","17.2","1.8","$14.3","9434"
"David Wells","1.2","-0.6","0.1","-0.5","17.3","1.7","","855"
"Joe Cowley","2.4","1.1","-0.4","0.7","16.9","1.7","","1002690"
"Charlie Hough","3.8","4.5","-2.4","2.1","16.6","1.7","","1006050"
"Les Tietje","4.8","1.9","1.2","3.1","17.9","1.7","","1013063"
"Rocky Biddle","-0.1","0.0","-1.8","-1.8","16.8","1.6","$0.9","223"
"Clayton Richard","0.3","-0.4","-1.0","-1.4","16.4","1.6","$10.4","3551"
"Don Johnson","2.9","0.6","0.7","1.3","14.8","1.6","","1006448"
"Cal McLish","1.2","-0.6","0.2","-0.4","15.8","1.6","","1008626"
"Al Gettel","0.8","0.0","-0.8","-0.7","15.0","1.5","","1004644"
"Jack Fisher","2.2","-0.7","1.4","0.7","12.6","1.5","","1004090"
"Ed Durham","1.7","0.6","-0.3","0.3","14.3","1.4","","1003589"
"Vic Frazier","-0.5","1.3","-3.1","-1.9","14.9","1.4","","1004307"
"Hector Santiago","2.5","0.4","0.7","1.1","12.5","1.4","$9.6","4026"
"Dave Lemonds","0.8","-0.5","-0.1","-0.6","11.6","1.4","","1007519"
"Ray Moore","1.8","1.2","-0.8","0.5","12.9","1.4","","1009125"
"Cisco Carlos","1.5","0.5","-0.4","0.1","11.0","1.3","","1001958"
"Todd Ritchie","-1.2","-1.6","-0.9","-2.5","13.5","1.3","$5.2","253"
