"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Ferdie Schupp","11.4","4.9","1.5","6.4","40.5","5.0","","1011649"
"Ron Herbel","5.0","-1.7","1.8","0.1","43.4","4.9","","1005685"
"Van Mungo","3.7","0.3","-1.5","-1.2","44.1","4.9","","1009321"
"Scott Garrelts","8.0","3.0","0.3","3.2","42.4","4.8","","1004546"
"Cy Seymour","9.3","3.6","1.1","4.7","50.9","4.6","","1011777"
"Bugs Raymond","3.6","-0.9","0.0","-1.0","40.5","4.5","","1010731"
"Ed Crane","-1.5","0.1","-6.1","-5.9","51.6","4.4","","1002731"
"Jack Bentley","5.4","-1.1","2.2","1.1","44.5","4.3","","1000852"
"Ed Doheny","-5.2","-1.6","-7.8","-9.4","47.6","4.2","","1003356"
"Louis Drucke","5.6","-0.6","2.0","1.4","37.8","4.2","","1003512"
"Matt Morris","2.4","-0.1","-1.7","-1.8","43.3","4.2","$21.6","1172"
"Fred Anderson","2.2","-0.4","-1.4","-1.8","32.8","4.0","","1000226"
"Stu Miller","6.7","1.9","1.0","2.8","36.7","3.9","","1008935"
"Mark Baldwin","4.0","1.6","-1.5","0.1","50.5","3.9","","1000484"
"William Van Landingham","1.9","1.6","-3.6","-2.0","38.8","3.9","","1013358"
"Ryan Vogelsong","4.7","1.0","0.0","1.0","34.5","3.7","$26.0","1011"
"Harry Feldman","3.4","0.0","-0.3","-0.3","34.6","3.7","","1003971"
"John Ward","3.4","0.7","-0.7","0.0","39.7","3.4","","1013615"
"Tom Bradley","2.1","0.7","-1.9","-1.2","30.6","3.3","","1001316"
"Pink Hawley","2.0","-0.6","-0.5","-1.1","34.4","3.1","","1005517"
"Silver King","1.4","-0.2","-1.5","-1.7","34.0","3.1","","1006943"
"Mark Leiter","2.8","0.4","-0.5","-0.1","29.5","2.9","","1007501"
"Kent Greenfield","4.4","1.7","-0.2","1.5","30.5","2.9","","1005004"
"Slick Castleman","3.5","-0.3","0.9","0.6","30.0","2.9","","1002075"
"Dutch Henry","2.1","-1.1","0.3","-0.8","29.1","2.8","","1005669"
"Les German","0.9","-0.1","-1.7","-1.8","37.1","2.7","","1004636"
"Mike Caldwell","2.1","-0.8","0.2","-0.6","24.9","2.7","","1001830"
