"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"John Curtis","5.1","-2.0","1.2","-0.9","51.6","6.0","","1002905"
"Jim Bagby","5.0","-3.1","2.1","-1.0","62.5","5.9","","1000412"
"Bret Saberhagen","7.7","1.2","0.6","1.8","60.9","5.9","","1011355"
"Gary Peters","3.3","-2.7","0.1","-2.6","54.8","5.9","","1010228"
"Fergie Jenkins","7.5","1.0","0.6","1.6","54.3","5.9","","1006388"
"Jack Kramer","4.1","-1.5","-0.2","-1.7","56.9","5.9","","1007137"
"Johnny Welch","4.9","-0.8","-0.2","-1.0","61.6","5.8","","1013756"
"Bronson Arroyo","4.7","1.3","-2.2","-1.0","57.4","5.7","$25.2","978"
"Roger Moret","10.4","2.2","2.5","4.7","52.9","5.7","","1009168"
"Gene Conley","4.4","-1.6","0.4","-1.2","55.4","5.6","","1002507"
"Greg Harris","4.2","-0.2","-0.5","-0.7","46.4","4.9","","1005415"
"Buck O'Brien","8.8","1.8","2.3","4.1","44.6","4.7","","1009684"
"Al Nipper","5.4","0.2","0.6","0.8","45.9","4.6","","1009602"
"Frank Arellanes","5.8","1.0","0.4","1.4","35.8","4.4","","1000297"
"Ted Wingfield","2.4","1.9","-3.8","-1.9","46.4","4.4","","1014130"
"John Dopson","4.5","0.0","0.1","0.1","42.9","4.4","","1003404"
"John Burkett","3.5","-1.4","0.5","-0.9","44.3","4.4","$18.0","179"
"Earl Johnson","3.7","0.3","-0.9","-0.6","42.1","4.3","","1006450"
"Hal Wiltse","1.0","-1.5","-1.7","-3.2","43.3","4.2","","1014115"
"Steve Renko","4.2","-0.4","0.4","0.0","40.8","4.2","","1010835"
"Rube Walberg","3.1","-1.1","0.1","-1.0","44.4","4.1","","1013501"
"Ed Durham","5.8","2.7","-0.9","1.8","43.7","4.1","","1003589"
"Dick Newsome","1.9","-1.3","-0.8","-2.1","39.1","4.0","","1009547"
"Allan Russell","6.3","-1.0","3.3","2.3","37.4","4.0","","1011310"
"Bill Henry","3.3","0.0","-0.5","-0.4","35.7","3.8","","1005665"
"Oscar Judd","3.9","0.9","-0.7","0.2","32.9","3.7","","1006640"
"Felix Doubront","2.8","-0.4","-0.4","-0.8","33.7","3.5","$24.7","1478"
