"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Bobby Munoz","0.0","-0.4","0.4","0.1","-1.2","-0.1","","1009326"
"Beltran Perez","0.2","0.4","-0.1","0.3","-1.4","-0.1","($0.6)","2116"
"Gabe White","-0.5","-0.1","-0.3","-0.3","-1.5","-0.1","","360"
"Chris Welsh","-0.4","0.1","-0.3","-0.2","-1.5","-0.2","","1013772"
"Chien-Ming Wang","-0.2","-0.3","0.2","-0.1","-1.7","-0.2","($0.9)","2074"
"Erick Fedde","1.2","-0.5","1.8","1.3","-2.2","-0.2","($1.3)","17425"
"Troy Mattes","-0.2","0.1","-0.1","0.0","-1.9","-0.2","","1008252"
"Bill Sampen","0.6","0.3","0.5","0.8","-2.0","-0.2","","1011395"
"Jeremy Powell","-0.7","-0.2","-0.3","-0.5","-2.0","-0.2","","1010490"
"Chris Peters","-0.2","-0.3","0.3","0.0","-2.1","-0.2","","1010225"
"Julio Santana","0.0","0.2","0.0","0.2","-2.5","-0.2","","496"
"Shawn Boskie","-0.8","-0.6","0.0","-0.6","-2.4","-0.2","","1001213"
"Joel Hanrahan","-0.3","-0.3","0.2","0.0","-2.7","-0.2","($1.4)","2186"
"Britt Reames","-0.7","0.0","-0.5","-0.5","-2.6","-0.2","($1.0)","794"
"Jose Paniagua","0.1","-0.4","0.8","0.4","-2.8","-0.3","","483"
"Jerome Williams","-0.6","0.2","-0.5","-0.4","-2.9","-0.3","($1.5)","1137"
"Daniel Cabrera","-1.2","0.0","-0.9","-1.0","-2.8","-0.3","($1.7)","1931"
"Bruce Chen","-0.4","-0.4","0.3","-0.1","-3.1","-0.3","($1.1)","769"
"Matt Blank","0.0","0.2","0.1","0.3","-3.5","-0.3","","1001053"
"Jefry Rodriguez","-0.6","0.2","-0.4","-0.3","-3.4","-0.3","($2.6)","17018"
"Greg Bargar","0.0","0.4","0.0","0.3","-3.4","-0.3","","1000540"
"Lucas Giolito","-0.2","0.2","0.0","0.2","-4.0","-0.4","($2.9)","15474"
"Gerry Hannahs","-0.9","-0.3","-0.3","-0.6","-3.9","-0.4","","1005315"
"Ron Darling","-0.5","-0.2","0.1","-0.1","-4.5","-0.4","","1002989"
"Nathan Karns","-0.4","-0.1","0.1","0.0","-4.6","-0.4","($3.2)","12638"
"Bill Laskey","-1.4","-0.8","-0.1","-0.9","-5.1","-0.5","","1007367"
"Mike Johnson","-1.5","0.0","-0.9","-0.9","-6.9","-0.6","","1006487"
"Joe Sparma","-0.6","-0.1","0.1","0.0","-6.1","-0.6","","1012307"
"Clay Kirby","-1.2","0.0","-0.5","-0.5","-6.7","-0.7","","1006960"
"Howard Farmer","-0.5","0.0","0.3","0.2","-8.0","-0.7","","1003936"
"Mike Bacsik","-0.4","0.2","0.3","0.5","-10.3","-0.9","($5.1)","863"
"Larry Jaster","-1.6","-0.3","-0.4","-0.7","-9.4","-1.0","","1006367"
"Jim Britton","-0.9","0.1","0.0","0.1","-9.6","-1.0","","1001451"
