teamId,ateam,aseason
10.0,Athletics,1916
10.0,Athletics,1917
10.0,Athletics,1919
16.0,Braves,1929
16.0,Braves,1930
16.0,Braves,1931
16.0,Braves,1932
16.0,Braves,1933
