teamId,ateam,aseason
1044.0,Colonels,1899
27.0,Pirates,1900
4.0,White Sox,1903
4.0,White Sox,1904
27.0,Pirates,1904
27.0,Pirates,1905
16.0,Doves,1907
16.0,Doves,1908
26.0,Phillies,1910
16.0,Rustlers,1911
