teamId,ateam,aseason
16.0,Bees,1938
18.0,Reds,1939
2.0,Browns,1940
2.0,Browns,1941
2.0,Browns,1942
2.0,Browns,1943
8.0,Senators,1943
8.0,Senators,1944
8.0,Senators,1945
8.0,Senators,1946
16.0,Braves,1946
