teamId,ateam,aseason
5.0,Indians,1968
5.0,Indians,1969
5.0,Indians,1970
5.0,Indians,1971
13.0,Rangers,1972
13.0,Rangers,1973
17.0,Cubs,1973
17.0,Cubs,1974
