teamId,ateam,aseason
19.0,Rockies,1993
19.0,Rockies,1994
19.0,Rockies,1995
19.0,Rockies,1996
28.0,Cardinals,1997
28.0,Cardinals,1998
28.0,Cardinals,1999
14.0,Blue Jays,2000
14.0,Blue Jays,2001
23.0,Brewers,2001
28.0,Cardinals,2003
