teamId,ateam,aseason
16.0,Bees,1937
16.0,Bees,1938
16.0,Bees,1939
18.0,Reds,1940
18.0,Reds,1941
18.0,Reds,1942
9.0,Yankees,1942
9.0,Yankees,1943
9.0,Yankees,1944
9.0,Yankees,1945
