teamId,ateam,aseason
30.0,Giants,1923
10.0,Athletics,1923
10.0,Athletics,1924
10.0,Athletics,1925
10.0,Athletics,1926
10.0,Athletics,1927
10.0,Athletics,1928
10.0,Athletics,1929
10.0,Athletics,1930
10.0,Athletics,1931
10.0,Athletics,1932
10.0,Athletics,1933
3.0,Red Sox,1934
3.0,Red Sox,1935
3.0,Red Sox,1936
3.0,Red Sox,1937
