teamId,ateam,aseason
22.0,Dodgers,1978
22.0,Dodgers,1979
22.0,Dodgers,1980
22.0,Dodgers,1981
22.0,Dodgers,1982
22.0,Dodgers,1983
22.0,Dodgers,1984
22.0,Dodgers,1985
22.0,Dodgers,1986
22.0,Dodgers,1987
10.0,Athletics,1988
10.0,Athletics,1989
10.0,Athletics,1990
10.0,Athletics,1991
10.0,Athletics,1992
10.0,Athletics,1993
10.0,Athletics,1994
