teamId,ateam,aseason
18.0,Reds,1979
18.0,Reds,1980
18.0,Reds,1981
18.0,Reds,1982
7.0,Royals,1984
7.0,Royals,1985
7.0,Royals,1986
7.0,Royals,1987
7.0,Royals,1988
7.0,Royals,1989
16.0,Braves,1990
16.0,Braves,1991
16.0,Braves,1992
13.0,Rangers,1993
