teamId,ateam,aseason
10.0,Athletics,1985
10.0,Athletics,1986
10.0,Athletics,1987
10.0,Athletics,1988
26.0,Phillies,1989
26.0,Phillies,1990
11.0,Mariners,1993
10.0,Athletics,1994
10.0,Athletics,1995
3.0,Red Sox,2000
