teamId,ateam,aseason
30.0,Giants,1928
30.0,Giants,1929
30.0,Giants,1930
30.0,Giants,1931
30.0,Giants,1932
30.0,Giants,1933
30.0,Giants,1934
30.0,Giants,1935
30.0,Giants,1936
30.0,Giants,1937
30.0,Giants,1938
30.0,Giants,1939
30.0,Giants,1940
30.0,Giants,1941
30.0,Giants,1942
30.0,Giants,1943
