teamId,ateam,aseason
22.0,Atlantics,1884
22.0,Grays,1885
22.0,Grays,1886
22.0,Grays,1887
22.0,Bridegrooms,1888
22.0,Bridegrooms,1889
22.0,Bridegrooms,1890
22.0,Grooms,1891
1006.0,Orioles,1892
27.0,Pirates,1892
27.0,Pirates,1893
27.0,Pirates,1894
17.0,Colts,1894
17.0,Colts,1895
17.0,Colts,1896
17.0,Colts,1897
