ateam,aseason
Royals,1970
Royals,1971
Royals,1972
Royals,1973
Royals,1974
Royals,1975
Royals,1976
Royals,1977
Royals,1978
Royals,1979
Royals,1980
Royals,1981
Royals,1982
Royals,1983
Royals,1984
