teamId,ateam,aseason
19.0,Rockies,1995
19.0,Rockies,1996
19.0,Rockies,1997
12.0,Devil Rays,1998
12.0,Devil Rays,1999
12.0,Devil Rays,2000
12.0,Devil Rays,2001
7.0,Royals,2002
