teamId,ateam,aseason
26.0,Phillies,1950
26.0,Phillies,1951
26.0,Phillies,1952
18.0,Reds,1952
18.0,Reds,1953
17.0,Cubs,1953
17.0,Cubs,1954
17.0,Cubs,1955
