teamId,ateam,aseason
17.0,Orphans,1902
17.0,Cubs,1903
17.0,Cubs,1904
17.0,Cubs,1905
17.0,Cubs,1906
17.0,Cubs,1907
17.0,Cubs,1908
17.0,Cubs,1909
