teamId,ateam,aseason
23.0,Brewers,1996
23.0,Brewers,1997
23.0,Brewers,1999
23.0,Brewers,2000
23.0,Brewers,2001
25.0,Mets,2002
27.0,Pirates,2003
5.0,Indians,2004
