teamId,ateam,aseason
18.0,Reds,1992
18.0,Reds,1993
18.0,Reds,1994
18.0,Reds,1995
18.0,Reds,1996
7.0,Royals,1996
18.0,Reds,1996
6.0,Tigers,1997
